gene_name,romano_initiation_rate,gene_length,folding_energy_70,folding_energy_80,length of 5prime utr,kozak score,N1,N4,in_frame AUG
RPL8A+YFP,0.165198283,734,-10.5,-7.3,17,5,4,1,0
RPL8A+YFP,0.190161195,734,-7.3,-8.3,17,5,4,1,0
RPL8A+YFP,0.147733842,734,-9.6,-5.8,17,6,2,1,0
RPL8A+YFP,0.13210727,734,-12,-8.2,17,5,4,1,0
RPL8A+YFP,0.071999059,734,-13.5,-8.2,17,6,3,1,0
RPL8A+YFP,0.09447484,734,-13.4,-6.3,17,6,3,1,0
RPL8A+YFP,0.071756991,734,-13,-7.7,17,6,4,1,0
RPL8A+YFP,0.1817897,734,-6.8,-6.4,17,8,2,1,0
RPL8A+YFP,0.161799615,734,-8.6,-6.6,17,8,2,1,0
RPL8A+YFP,0.18842642,734,-8.6,-6.9,17,7,3,1,0
RPL8A+YFP,0.216543471,734,-8.5,-7.2,17,7,3,1,0
RPL8A+YFP,0.18173107,734,-7.6,-7.2,17,7,4,1,0
RPL8A+YFP,0.207547485,734,-10.5,-8.4,17,7,4,1,0
RPL8A+YFP,0.141461648,734,-12.9,-6.8,17,8,1,1,0
RPL8A+YFP,0.183879016,734,-9.1,-6.5,17,9,1,1,0
RPL8A+YFP,0.156898169,734,-7.9,-12.8,17,7,2,1,0
RPL8A+YFP,0.20641773,734,-6.8,-5.8,17,7,1,1,0
RPL8A+YFP,0.18889519,734,-9.1,-8.2,17,6,4,1,0
RPL8A+YFP,0.174628108,734,-11.9,-8.8,17,6,4,1,0
RPL8A+YFP,0.072997841,734,-13.3,-8.6,17,7,1,1,0
RPL8A+YFP,0.187987759,734,-9.4,-6.4,17,8,1,1,0
RPL8A+YFP,0.129324406,734,-9.5,-5.8,17,7,1,2,0
RPL8A+YFP,0.099328762,734,-7.1,-7.2,17,7,2,2,0
RPL8A+YFP,0.128250183,734,-7,-8.7,17,6,3,2,0
RPL8A+YFP,0.11466331,734,-8.2,-8.2,17,7,1,2,0
RPL8A+YFP,0.082760805,734,-8.6,-9.4,17,7,4,2,0
RPL8A+YFP,0.14293171,734,-10,-7.6,17,8,1,2,0
RPL8A+YFP,0.183237291,734,-6.8,-9.1,17,7,2,2,0
RPL8A+YFP,0.110368992,734,-11,-9.5,17,6,4,2,0
RPL8A+YFP,0.150881971,734,-12.2,-7,17,5,4,3,0
RPL8A+YFP,0.112833315,734,-13.1,-7.5,17,6,4,3,0
RPL8A+YFP,0.136810779,734,-14.7,-8,17,7,1,3,0
RPL8A+YFP,0.132081072,734,-16,-8.1,17,7,1,3,0
RPL8A+YFP,0.143921512,734,-11.7,-9.3,17,6,4,3,0
RPL8A+YFP,0.197657951,734,-8.5,-11.1,17,7,1,3,0
RPL8A+YFP,0.170243854,734,-8.5,-9.4,17,7,2,3,0
RPL8A+YFP,0.149050368,734,-12.8,-9.2,17,7,2,3,0
RPL8A+YFP,0.12549611,734,-12,-6,17,7,1,3,0
RPL8A+YFP,0.165638903,734,-13,-8.2,17,7,4,3,0
RPL8A+YFP,0.146838673,734,-15.8,-10.7,17,7,1,3,0
RPL8A+YFP,0.204270903,734,-9.5,-10.6,17,6,4,3,0
RPL8A+YFP,0.196489702,734,-9.6,-11.4,17,7,1,3,0
RPL8A+YFP,0.195267536,734,-10.5,-11.7,17,7,1,3,0
RPL8A+YFP,0.157383159,734,-11.7,-5.8,17,7,4,3,0
RPL8A+YFP,0.205461246,734,-8.6,-6.4,17,7,4,3,0
RPL8A+YFP,0.140490579,734,-12,-6.3,17,6,2,4,0
RPL8A+YFP,0.144442077,734,-10.7,-6.7,17,6,4,4,0
RPL8A+YFP,0.175800517,734,-11.6,-6.3,17,7,1,4,0
RPL8A+YFP,0.158700526,734,-9.9,-9.2,17,7,1,4,0
RPL8A+YFP,0.172041928,734,-8.7,-9.3,17,6,2,4,0
RPL8A+YFP,0.184297406,734,-9.5,-7.3,17,5,3,4,0
RPL8A+YFP,0.099271874,734,-10.3,-6.6,17,5,4,4,0
RPL8A+YFP,0.150317954,734,-10,-5.8,17,6,1,4,0
RPL8A+YFP,0.172892469,734,-8.4,-8.1,17,7,2,4,0
RPL8A+YFP,0.150783986,734,-8.9,-10.6,17,6,4,4,0
RPL8A+YFP,0.049968636,734,-14.5,-12.3,17,6,4,4,0
RPL8A+YFP,0.066713735,734,-13.2,-8.1,17,7,1,4,0
RPL8A+YFP,0.123190158,734,-11.6,-6.3,17,6,4,4,0
RPL8A+YFP,0.134486701,734,-8.7,-5.8,17,6,4,4,0
RPL8A+YFP,0.096086164,734,-12,-6.4,17,6,4,4,0
RPL8A+YFP,0.090844414,734,-12.6,-5.8,17,7,1,4,0
RPL8A+YFP,0.033690274,734,-14.5,-6.4,17,7,1,4,0
RPL8A+YFP,0.106531002,734,-11.2,-6.8,17,7,1,4,0
RPL8A+YFP,0.082189963,734,-12,-6.4,17,7,1,4,0
RPL8A+YFP,0.067099241,734,-13.4,-5.8,17,6,3,4,0
RPL8A+YFP,0.09683517,734,-13.1,-9.7,17,7,1,4,0
RPL8A+YFP,0.115053014,734,-11.8,-10.5,17,6,4,4,0
RPL8A+YFP,0.163671214,734,-9.8,-10.4,17,7,4,4,0
RPL8A+YFP,0.155565045,734,-11.5,-12.9,17,7,4,4,0
RPL8A+YFP,0.046495347,734,-16.1,-10.4,17,8,1,4,0
RPL8A+YFP,0.196378434,734,-12.1,-10.4,17,6,3,1,0
RPL8A+YFP,0.174123442,734,-12.1,-7.2,17,6,3,1,0
RPL8A+YFP,0.22595144,734,-9.6,-7.2,17,6,4,1,0
RPL8A+YFP,0.220173986,734,-7,-11.5,17,6,4,1,0
RPL8A+YFP,0.090702157,734,-13.6,-10.7,17,7,1,1,0
RPL8A+YFP,0.202470267,734,-7.9,-11.7,17,7,3,1,0
RPL8A+YFP,0.212930771,734,-6.8,-14.5,17,8,1,1,0
RPL8A+YFP,0.17031022,734,-8.8,-7.1,17,8,1,1,0
RPL8A+YFP,0.22204852,734,-7.8,-8.3,17,7,1,1,0
RPL8A+YFP,0.194790945,734,-7.4,-9.2,17,7,3,1,0
RPL8A+YFP,0.163065364,734,-15.2,-10.4,17,7,4,1,0
RPL8A+YFP,0.142532481,734,-9.6,-7.3,17,7,4,1,0
RPL8A+YFP,0.200487653,734,-10.1,-10.7,17,8,1,1,0
RPL8A+YFP,0.201756057,734,-8,-6.3,17,8,1,1,0
RPL8A+YFP,0.202410296,734,-12.7,-5.8,17,8,1,1,0
RPL8A+YFP,0.15490518,734,-11.5,-8.6,17,7,3,1,0
RPL8A+YFP,0.205222888,734,-11.7,-7.4,17,8,1,1,0
RPL8A+YFP,0.201469801,734,-11.4,-8.2,17,7,3,1,0
RPL8A+YFP,0.214650703,734,-8.7,-7.4,17,7,4,1,0
RPL8A+YFP,0.173424466,734,-10.1,-6.3,17,7,4,1,0
RPL8A+YFP,0.143109715,734,-15.8,-5.8,17,8,1,1,0
RPL8A+YFP,0.143275165,734,-12.9,-7.6,17,8,1,1,0
RPL8A+YFP,0.068204749,734,-8.1,-13.2,17,8,4,1,0
RPL8A+YFP,0.224058528,734,-8.1,-7,17,8,4,1,0
RPL8A+YFP,0.084988109,734,-10.9,-8.3,17,9,1,1,0
RPL8A+YFP,0.190933129,734,-11.3,-7.3,17,7,4,1,0
RPL8A+YFP,0.185156357,734,-10,-8.9,17,7,4,1,0
RPL8A+YFP,0.193682498,734,-12.8,-11.3,17,7,4,1,0
RPL8A+YFP,0.155494138,734,-10.9,-13.2,17,7,4,1,0
RPL8A+YFP,0.219454552,734,-6.8,-7,17,9,1,1,0
RPL8A+YFP,0.106173722,734,-7.9,-11.7,17,5,4,2,0
RPL8A+YFP,0.060383034,734,-9.7,-10.2,17,4,4,2,0
RPL8A+YFP,0.15430988,734,-9,-11.8,17,5,1,2,0
RPL8A+YFP,0.069898491,734,-12.9,-10,17,5,1,2,0
RPL8A+YFP,0.080917549,734,-9.1,-8.5,17,5,1,2,0
RPL8A+YFP,0.071583885,734,-10.5,-8,17,7,4,2,0
RPL8A+YFP,0.138580277,734,-9.8,-14.8,17,6,1,2,0
RPL8A+YFP,0.076417403,734,-9.9,-10.8,17,6,1,2,0
RPL8A+YFP,0.046018043,734,-11,-9.1,17,7,1,2,0
RPL8A+YFP,0.178145044,734,-10.5,-8.3,17,5,1,3,0
RPL8A+YFP,0.20069329,734,-8,-5.8,17,7,1,3,0
RPL8A+YFP,0.22396546,734,-8.5,-12.3,17,6,4,3,0
RPL8A+YFP,0.181645522,734,-8.6,-6.6,17,7,1,3,0
RPL8A+YFP,0.16757006,734,-11.3,-5.8,17,7,4,3,0
RPL8A+YFP,0.191852584,734,-9.8,-5.8,17,7,4,3,0
RPL8A+YFP,0.199132436,734,-8.6,-6.5,17,5,3,3,0
RPL8A+YFP,0.229792745,734,-8,-6,17,6,1,3,0
RPL8A+YFP,0.126276943,734,-13.5,-13.9,17,5,3,3,0
RPL8A+YFP,0.188543976,734,-12.6,-8.6,17,6,1,3,0
RPL8A+YFP,0.218212293,734,-10.1,-5.8,17,6,1,3,0
RPL8A+YFP,0.135659941,734,-15.6,-6.6,17,5,3,3,0
RPL8A+YFP,0.188777631,734,-10.2,-11.4,17,6,1,3,0
RPL8A+YFP,0.171119112,734,-14.1,-11.5,17,6,1,3,0
RPL8A+YFP,0.037382846,734,-12,-6.7,17,7,2,3,0
RPL8A+YFP,0.227101778,734,-9.7,-5.8,17,6,3,3,0
RPL8A+YFP,0.180239366,734,-11.9,-6.5,17,7,1,3,0
RPL8A+YFP,0.207975214,734,-9,-7.9,17,7,1,3,0
RPL8A+YFP,0.177853934,734,-10.8,-9.3,17,5,1,4,0
RPL8A+YFP,0.136353827,734,-7.8,-9.3,17,5,3,4,0
RPL8A+YFP,0.168379719,734,-9.3,-6.8,17,7,2,4,0
RPL8A+YFP,0.137785204,734,-10.4,-5.8,17,6,4,4,0
RPL8A+YFP,0.164912306,734,-7.4,-6.8,17,7,1,4,0
RPL8A+YFP,0.068300537,734,-12,-9.5,17,8,1,4,0
RPL8A+YFP,0.082977726,734,-10.3,-5.8,17,8,1,4,0
RPL8A+YFP,0.206645171,734,-8.6,-10,17,5,4,4,0
RPL8A+YFP,0.120943577,734,-11.2,-8.4,17,6,1,4,0
RPL8A+YFP,0.098031811,734,-11.5,-11.5,17,5,4,4,0
RPL8A+YFP,0.130888608,734,-11.4,-9.6,17,5,4,4,0
RPL8A+YFP,0.096707811,734,-12.1,-5.8,17,6,1,4,0
RPL8A+YFP,0.146991055,734,-9.7,-5.8,17,5,4,4,0
RPL8A+YFP,0.130117809,734,-8.8,-6.5,17,6,4,4,0
RPL8A+YFP,0.180632085,734,-7.2,-6.3,17,7,1,4,0
RPL8A+YFP,0.152065823,734,-7.8,-7.3,17,7,1,4,0
RPL8A+YFP,0.180745389,734,-9.8,-9.7,17,7,1,4,0
RPL8A+YFP,0.161842461,734,-9.6,-7.3,17,7,1,4,0
RPL8A+YFP,0.19234465,734,-7.4,-9.2,17,6,1,1,0
RPL8A+YFP,0.154030436,734,-13.4,-6,17,7,3,1,0
RPL8A+YFP,0.176306779,734,-11.7,-8.6,17,7,4,1,0
RPL8A+YFP,0.218443952,734,-8.3,-6.2,17,8,2,1,0
RPL8A+YFP,0.19451742,734,-9.5,-10.1,17,7,3,1,0
RPL8A+YFP,0.176012818,734,-10,-5.8,17,8,1,1,0
RPL8A+YFP,0.083912866,734,-16.4,-5.8,17,8,1,1,0
RPL8A+YFP,0.194270891,734,-10.3,-6.9,17,9,1,1,0
RPL8A+YFP,0.178366479,734,-11.3,-10,17,9,1,1,0
RPL8A+YFP,0.194813588,734,-11.6,-8.5,17,6,4,1,0
RPL8A+YFP,0.221003693,734,-9.1,-7.3,17,6,3,1,0
RPL8A+YFP,0.212705231,734,-10.6,-6.1,17,6,3,1,0
RPL8A+YFP,0.212894757,734,-12.1,-12.2,17,6,4,1,0
RPL8A+YFP,0.144658916,734,-11.8,-11.3,17,6,4,1,0
RPL8A+YFP,0.19912739,734,-11.3,-8.7,17,7,1,1,0
RPL8A+YFP,0.106635764,734,-13.5,-14.3,17,7,1,1,0
RPL8A+YFP,0.17412052,734,-11.4,-8.9,17,7,3,1,0
RPL8A+YFP,0.180397391,734,-12.5,-7,17,7,3,1,0
RPL8A+YFP,0.109986934,734,-12.4,-10.2,17,7,4,1,0
RPL8A+YFP,0.230012344,734,-7.6,-6.5,17,7,4,1,0
RPL8A+YFP,0.184344765,734,-13.8,-6.1,17,8,1,1,0
RPL8A+YFP,0.184539052,734,-11,-7.7,17,8,1,1,0
RPL8A+YFP,0.207366416,734,-8,-9.5,17,8,1,1,0
RPL8A+YFP,0.033957781,734,-11.9,-6.5,17,4,4,3,0
RPL8A+YFP,0.059927883,734,-14.1,-12.8,17,5,1,3,0
RPL8A+YFP,0.049384686,734,-14.8,-5.8,17,4,4,3,0
RPL8A+YFP,0.031664261,734,-14.2,-7.7,17,6,1,3,0
RPL8A+YFP,0.107499343,734,-13,-6.1,17,7,1,3,0
RPL8A+YFP,0.149047454,734,-12.5,-11.1,17,7,1,3,0
RPL8A+YFP,0.030542146,734,-15.7,-7.2,17,7,4,3,0
RPL8A+YFP,0.060353065,734,-15.7,-9,17,8,1,3,0
RPL8A+YFP,0.130732548,734,-12.8,-5.8,17,5,4,3,0
RPL8A+YFP,0.119773123,734,-11.4,-9.9,17,5,4,3,0
RPL8A+YFP,0.174872849,734,-11.8,-10.2,17,5,4,3,0
RPL8A+YFP,0.138438695,734,-15.1,-10.1,17,5,4,3,0
RPL8A+YFP,0.057805535,734,-14.1,-10.8,17,5,4,3,0
RPL8A+YFP,0.128706097,734,-15.7,-8.4,17,5,4,3,0
RPL8A+YFP,0.028117866,734,-18.1,-7.5,17,6,1,3,0
RPL8A+YFP,0.108271034,734,-13.5,-5.8,17,7,2,3,0
RPL8A+YFP,0.06741896,734,-9,-5.8,17,4,4,4,0
RPL8A+YFP,0.115928612,734,-9,-5.8,17,5,1,4,0
RPL8A+YFP,0.067428909,734,-9.2,-6.6,17,5,3,4,0
RPL8A+YFP,0.101517214,734,-9,-5.8,17,5,2,4,0
RPL8A+YFP,0.097047224,734,-11.6,-12.1,17,4,4,4,0
RPL8A+YFP,0.104954055,734,-9,-10.4,17,6,1,4,0
RPL8A+YFP,0.093076934,734,-11.5,-7,17,6,4,4,0
RPL8A+YFP,0.087927882,734,-9.8,-6.5,17,7,1,4,0
RPL8A+YFP,0.116093025,734,-9,-9,17,7,1,4,0
RPL8A+YFP,0.122711709,734,-9,-15.1,17,6,4,4,0
RPL8A+YFP,0.073439724,734,-11.3,-9,17,6,4,4,0
RPL8A+YFP,0.037621818,734,-14.2,-8.9,17,7,1,4,0
RPL8A+YFP,0.115649894,734,-11.2,-10.3,17,7,1,4,0
RPL8A+YFP,0.128482689,734,-9,-8.5,17,7,1,4,0
RPL8A+YFP,0.054732696,734,-10.1,-8.5,17,8,2,4,0
RPL8A+YFP,0.138817556,734,-9.3,-7.4,17,6,1,4,0
RPL8A+YFP,0.054224545,734,-11.8,-10,17,5,4,4,0
RPL8A+YFP,0.03991927,734,-12.4,-10,17,5,4,4,0
RPL8A+YFP,0.09850668,734,-9,-12.2,17,7,2,4,0
RPL8A+YFP,0.050758185,734,-9.9,-8.2,17,6,4,4,0
RPL8A+YFP,0.101852291,734,-9,-11.2,17,7,1,4,0
RPL8A+YFP,0.106574348,734,-9,-11.1,17,7,1,4,0
RPL8A+YFP,0.165489468,734,-11.3,-5.8,17,6,1,1,0
RPL8A+YFP,0.188963037,734,-9.1,-12.5,17,5,4,1,0
RPL8A+YFP,0.1923708,734,-9.1,-7.7,17,6,1,1,0
RPL8A+YFP,0.165028604,734,-10,-5.8,17,6,4,1,0
RPL8A+YFP,0.150253022,734,-11.6,-7.8,17,5,4,1,0
RPL8A+YFP,0.192561886,734,-9.4,-7.6,17,5,4,1,0
RPL8A+YFP,0.112919873,734,-11.3,-8.4,17,7,3,1,0
RPL8A+YFP,0.172190661,734,-9.1,-7.6,17,7,4,1,0
RPL8A+YFP,0.131885051,734,-12,-9.9,17,8,1,1,0
RPL8A+YFP,0.171069635,734,-11.6,-11.2,17,8,1,1,0
RPL8A+YFP,0.121144498,734,-11,-13.5,17,7,3,1,0
RPL8A+YFP,0.193822639,734,-10,-13.4,17,7,4,1,0
RPL8A+YFP,0.113620646,734,-13.8,-11.7,17,7,4,1,0
RPL8A+YFP,0.139016175,734,-12.8,-10.2,17,7,4,1,0
RPL8A+YFP,0.158573828,734,-9.1,-11.1,17,8,1,1,0
RPL8A+YFP,0.058804116,734,-15.9,-10.2,17,8,3,1,0
RPL8A+YFP,0.096484487,734,-13.5,-10.1,17,8,3,1,0
RPL8A+YFP,0.112048827,734,-13.3,-10.1,17,8,3,1,0
RPL8A+YFP,0.180867024,734,-10,-10.1,17,8,4,1,0
RPL8A+YFP,0.079993017,734,-12,-10.1,17,8,4,1,0
RPL8A+YFP,0.221595447,734,-9.1,-10.7,17,7,2,1,0
RPL8A+YFP,0.06853443,734,-15.3,-10.3,17,6,3,1,0
RPL8A+YFP,0.121312018,734,-12.6,-10.1,17,6,4,1,0
RPL8A+YFP,0.229525784,734,-9.1,-11,17,6,4,1,0
RPL8A+YFP,0.204183988,734,-10.8,-10.1,17,7,1,1,0
RPL8A+YFP,0.198756244,734,-9.1,-7.7,17,7,1,1,0
RPL8A+YFP,0.191459659,734,-12.7,-7.7,17,6,4,1,0
RPL8A+YFP,0.185396239,734,-12.3,-7.7,17,6,4,1,0
RPL8A+YFP,0.080813675,734,-9.1,-7.7,17,7,1,1,0
RPL8A+YFP,0.190908699,734,-10.6,-10.3,17,7,1,1,0
RPL8A+YFP,0.192154643,734,-9.1,-7.7,17,7,1,1,0
RPL8A+YFP,0.198488019,734,-9.1,-8.2,17,7,4,1,0
RPL8A+YFP,0.210678773,734,-9.1,-8.5,17,7,4,1,0
RPL8A+YFP,0.147516696,734,-12.7,-7.7,17,7,4,1,0
RPL8A+YFP,0.096644321,734,-7.5,-12.5,17,4,4,2,0
RPL8A+YFP,0.072549588,734,-10.7,-7.7,17,6,1,2,0
RPL8A+YFP,0.083355099,734,-12.8,-10,17,6,1,2,0
RPL8A+YFP,0.099255167,734,-10.6,-12.9,17,5,1,2,0
RPL8A+YFP,0.100991782,734,-7.7,-7.7,17,4,3,2,0
RPL8A+YFP,0.139584416,734,-11.2,-7.7,17,4,3,2,0
RPL8A+YFP,0.110545417,734,-13.1,-8.8,17,4,3,2,0
RPL8A+YFP,0.094093087,734,-9.8,-8.5,17,6,2,2,0
RPL8A+YFP,0.122410933,734,-9.4,-7.8,17,6,1,2,0
RPL8A+YFP,0.129871918,734,-7.7,-10,17,6,4,2,0
RPL8A+YFP,0.171416032,734,-8.5,-11.1,17,7,2,2,0
RPL8A+YFP,0.207337782,734,-9.6,-7.7,17,6,4,2,0
RPL8A+YFP,0.16996418,734,-7.4,-8.6,17,6,4,2,0
RPL8A+YFP,0.102658516,734,-10.7,-7.7,17,7,1,2,0
RPL8A+YFP,0.077908335,734,-13.5,-7.7,17,7,1,2,0
RPL8A+YFP,0.130409621,734,-9.6,-10,17,7,4,2,0
RPL8A+YFP,0.156641112,734,-9.3,-7.8,17,8,1,2,0
RPL8A+YFP,0.141531688,734,-12.3,-7.8,17,8,1,2,0
RPL8A+YFP,0.135298276,734,-11.2,-7.8,17,5,3,2,0
RPL8A+YFP,0.154320094,734,-11.7,-10.3,17,5,3,2,0
RPL8A+YFP,0.125158803,734,-8.9,-7.8,17,5,4,2,0
RPL8A+YFP,0.077691765,734,-10.2,-11.1,17,6,2,2,0
RPL8A+YFP,0.149143701,734,-8.8,-7.8,17,5,4,2,0
RPL8A+YFP,0.139640756,734,-8.8,-11.6,17,5,4,2,0
RPL8A+YFP,0.114104471,734,-8.8,-9.1,17,5,4,2,0
RPL8A+YFP,0.050073124,734,-13.9,-10.3,17,6,1,2,0
RPL8A+YFP,0.140339257,734,-7.9,-7.8,17,6,3,2,0
RPL8A+YFP,0.134874842,734,-8.7,-12.5,17,6,4,2,0
RPL8A+YFP,0.148092835,734,-8.9,-8.9,17,6,4,2,0
RPL8A+YFP,0.170849502,734,-7.4,-7.8,17,7,1,2,0
RPL8A+YFP,0.111814333,734,-10.7,-15.1,17,4,4,3,0
RPL8A+YFP,0.186232581,734,-8.5,-12,17,4,4,3,0
RPL8A+YFP,0.17458116,734,-9.6,-12,17,4,4,3,0
RPL8A+YFP,0.207919014,734,-8.5,-8.7,17,5,1,3,0
RPL8A+YFP,0.141679178,734,-10,-10.7,17,5,1,3,0
RPL8A+YFP,0.192536445,734,-13.1,-7.8,17,4,4,3,0
RPL8A+YFP,0.101067274,734,-14.6,-12.2,17,4,4,3,0
RPL8A+YFP,0.127652611,734,-13.1,-10.5,17,4,3,3,0
RPL8A+YFP,0.169309632,734,-12.1,-7.8,17,5,1,3,0
RPL8A+YFP,0.118747583,734,-11.5,-9.5,17,5,1,3,0
RPL8A+YFP,0.168337749,734,-11.5,-7.8,17,5,1,3,0
RPL8A+YFP,0.118549979,734,-11.6,-8.4,17,5,4,3,0
RPL8A+YFP,0.058129617,734,-10.8,-8.8,17,7,2,3,0
RPL8A+YFP,0.086236871,734,-12.7,-7.8,17,6,4,3,0
RPL8A+YFP,0.157351717,734,-11.3,-7.8,17,6,4,3,0
RPL8A+YFP,0.137546215,734,-12.5,-7.8,17,7,1,3,0
RPL8A+YFP,0.165266213,734,-9.9,-7.8,17,7,2,3,0
RPL8A+YFP,0.197750028,734,-9.9,-7.8,17,7,2,3,0
RPL8A+YFP,0.136830982,734,-12,-7.8,17,6,4,3,0
RPL8A+YFP,0.199761063,734,-9.7,-9.4,17,6,4,3,0
RPL8A+YFP,0.132411461,734,-11.3,-10.7,17,7,1,3,0
RPL8A+YFP,0.148447179,734,-12.2,-6.1,17,7,3,3,0
RPL8A+YFP,0.16248952,734,-12.5,-9.3,17,8,1,3,0
RPL8A+YFP,0.134810688,734,-14.6,-10,17,8,1,3,0
RPL8A+YFP,0.151387298,734,-13.3,-8.9,17,8,1,3,0
RPL8A+YFP,0.168412048,734,-12.4,-6.3,17,8,1,3,0
RPL8A+YFP,0.18580399,734,-10.4,-9.9,17,5,3,3,0
RPL8A+YFP,0.204585483,734,-9.8,-11.8,17,5,3,3,0
RPL8A+YFP,0.170849361,734,-11.1,-6.9,17,5,3,3,0
RPL8A+YFP,0.178293796,734,-12.1,-8.1,17,5,3,3,0
RPL8A+YFP,0.144962708,734,-10.9,-6.4,17,5,4,3,0
RPL8A+YFP,0.174166456,734,-14.1,-6.1,17,6,2,3,0
RPL8A+YFP,0.160734228,734,-13,-8.3,17,5,4,3,0
RPL8A+YFP,0.187989904,734,-12.7,-6.1,17,5,4,3,0
RPL8A+YFP,0.195049854,734,-12.3,-9.4,17,6,1,3,0
RPL8A+YFP,0.150738879,734,-13,-7,17,7,2,3,0
RPL8A+YFP,0.1888452,734,-10.5,-8.3,17,6,3,3,0
RPL8A+YFP,0.184025842,734,-9.7,-8,17,7,1,3,0
RPL8A+YFP,0.127168922,734,-11.8,-11,17,7,1,3,0
RPL8A+YFP,0.155092811,734,-13.5,-9.9,17,7,1,3,0
RPL8A+YFP,0.201796801,734,-9.7,-10.4,17,7,1,3,0
RPL8A+YFP,0.176050323,734,-11.3,-7.6,17,7,1,3,0
RPL8A+YFP,0.210720974,734,-9.7,-6.1,17,7,1,3,0
RPL8A+YFP,0.183721643,734,-9.6,-6.1,17,4,3,4,0
RPL8A+YFP,0.163505509,734,-7.5,-6.3,17,5,1,4,0
RPL8A+YFP,0.071341499,734,-16.2,-7,17,4,3,4,0
RPL8A+YFP,0.178365648,734,-7.4,-10.2,17,4,3,4,0
RPL8A+YFP,0.174703482,734,-8,-6.6,17,5,1,4,0
RPL8A+YFP,0.17226546,734,-7.4,-6.9,17,6,2,4,0
RPL8A+YFP,0.099499509,734,-13.1,-6.2,17,5,3,4,0
RPL8A+YFP,0.193947534,734,-7.8,-6.1,17,6,1,4,0
RPL8A+YFP,0.116483962,734,-8.4,-9.4,17,6,1,4,0
RPL8A+YFP,0.152540284,734,-9.8,-7,17,6,1,4,0
RPL8A+YFP,0.14077293,734,-9.1,-8.3,17,4,4,4,0
RPL8A+YFP,0.068482628,734,-12.2,-6.3,17,4,3,4,0
RPL8A+YFP,0.072284753,734,-9.5,-8.7,17,5,2,4,0
RPL8A+YFP,0.158166818,734,-12.3,-7.1,17,5,2,4,0
RPL8A+YFP,0.110540546,734,-10,-8.7,17,5,2,4,0
RPL8A+YFP,0.163100639,734,-9.9,-12.7,17,4,3,4,0
RPL8A+YFP,0.102097223,734,-10.3,-11.8,17,6,2,4,0
RPL8A+YFP,0.105252299,734,-10.1,-9,17,6,2,4,0
RPL8A+YFP,0.090918751,734,-11.1,-9.9,17,5,4,4,0
RPL8A+YFP,0.171536493,734,-8.1,-9,17,6,1,4,0
RPL8A+YFP,0.10256006,734,-10.7,-9.4,17,6,1,4,0
RPL8A+YFP,0.195727858,734,-7.4,-10.4,17,6,3,4,0
RPL8A+YFP,0.16659454,734,-7.4,-11,17,6,4,4,0
RPL8A+YFP,0.107041575,734,-12.4,-10,17,6,4,4,0
RPL8A+YFP,0.06540517,734,-10.3,-11.2,17,7,1,4,0
RPL8A+YFP,0.090341031,734,-11.4,-8.4,17,7,1,4,0
RPL8A+YFP,0.082005661,734,-13.5,-8.4,17,6,3,4,0
RPL8A+YFP,0.176715423,734,-13.1,-10.7,17,6,3,4,0
RPL8A+YFP,0.185509746,734,-12.1,-8.4,17,6,3,4,0
RPL8A+YFP,0.150736188,734,-10.2,-10,17,6,3,4,0
RPL8A+YFP,0.138178034,734,-10.4,-12.8,17,6,4,4,0
RPL8A+YFP,0.151550158,734,-10.4,-10.9,17,7,1,4,0
RPL8A+YFP,0.087634905,734,-14.6,-11.2,17,7,1,4,0
RPL8A+YFP,0.118205053,734,-13.5,-11.1,17,7,1,4,0
RPL8A+YFP,0.192318486,734,-7.9,-12,17,7,2,4,0
RPL8A+YFP,0.177744935,734,-7.6,-11.1,17,6,3,4,0
RPL8A+YFP,0.132082424,734,-9.3,-6.7,17,6,3,4,0
RPL8A+YFP,0.128564231,734,-11.8,-8.6,17,6,3,4,0
RPL8A+YFP,0.211693548,734,-9.6,-9.1,17,6,4,4,0
RPL8A+YFP,0.089449685,734,-10.1,-8.5,17,6,4,4,0
RPL8A+YFP,0.147456238,734,-7.4,-9.6,17,6,4,4,0
RPL8A+YFP,0.140900471,734,-10.1,-6.1,17,6,4,4,0
RPL8A+YFP,0.178447794,734,-7.4,-7.4,17,6,4,4,0
RPL8A+YFP,0.092344179,734,-10.1,-9.6,17,7,1,4,0
RPL8A+YFP,0.150135592,734,-10,-7.7,17,7,1,4,0
RPL8A+YFP,0.101567832,734,-11.5,-7,17,7,1,4,0
RPL8A+YFP,0.10609033,734,-13.5,-8.1,17,7,1,4,0
RPL8A+YFP,0.172640268,734,-9.3,-6.1,17,8,2,4,0
RPL8A+YFP,0.049805514,734,-14.8,-6.1,17,7,3,4,0
RPL8A+YFP,0.131772169,734,-13.9,-11.5,17,7,3,4,0
RPL8A+YFP,0.065875298,734,-15.8,-12.2,17,7,3,4,0
RPL8A+YFP,0.037203212,734,-11.2,-7.6,17,7,4,4,0
RPL8A+YFP,0.114835394,734,-10.5,-10,17,7,4,4,0
RPL8A+YFP,0.129975683,734,-7.8,-6.1,17,7,4,4,0
RPL8A+YFP,0.045247405,734,-10.8,-8.3,17,7,4,4,0
RPL8A+YFP,0.062240639,734,-9.4,-6.1,17,7,4,4,0
RPL8A+YFP,0.072682296,734,-10.9,-14.9,17,7,4,4,0
RPL8A+YFP,0.149742772,734,-9.7,-6.1,17,8,1,4,0
